games,seedStart,rotate,gameOverScore,maxMovesPerGame,monteCarloStrategy,BombContinuationWeight,BombOpeningWeight,ContinuationCountWeight,ContinuationFollowUpWeight,HigherRelatedCombinationContinuationWeight,HigherRelatedCombinationOpeningWeight,LowerValueContinuationWeight,PlayableBombInEndgameWeight,PreferLowerStartWeight,PreferNonBreakableOpeningWeight,PreferShorterStartWeight,PreferSinglesNotBreakingNonWildCombinationsWeight,PreferUsingWildAsHigherCardInContinuationWeight,WildCardContinuationWeight,WildCardOpeningWeight,completedGames,failedGames,heuristicWins,monteCarloWins,heuristicWinRatePct,monteCarloWinRatePct,heuristicAverageScore,monteCarloAverageScore,averageRounds,averageMoves,averageGameElapsedMs,totalGameElapsedMs,timestampUtc
5,1,true,250,20000,montecarlo:2000:2000:8,2.042,2.022,0.929,0,1,5.849,0,2.396,0,3.124,0.169,1,0,1,1,10,0,0,10,0.00,100.00,40.20,277.50,6.40,139.00,24037.10,240371,2026-06-25T13:58:49.7030716Z
5,1,true,250,20000,montecarlo:2000:2000:8,1,1.717,0,3.584,0,2.176,1,0,3.218,0,1,3.096,1.105,1,1,10,0,0,10,0.00,100.00,80.70,280.20,6.80,155.00,26436.20,264362,2026-06-25T14:03:14.0711237Z
5,1,true,250,20000,montecarlo:2000:2000:8,0.527,1.223,1,4.874,0.519,0.194,0,1,3.218,1,1,2.868,1.559,2.938,1,10,0,0,10,0.00,100.00,94.50,269.80,6.60,153.90,27449.60,274496,2026-06-25T14:07:48.5704845Z
5,1,true,250,20000,montecarlo:2000:2000:8,4.097,1.474,3.442,1.29,1.93,4.625,3.178,2.749,3.889,1.979,4.912,0.407,1.073,0,2.997,10,0,0,10,0.00,100.00,156.90,265.00,11.80,273.30,40032.20,400322,2026-06-25T14:14:28.8996573Z
5,1,true,250,20000,montecarlo:2000:2000:8,5.928,1,1,0,2.86,6.682,3.178,0,1.117,0.569,4.91,0,0,2.016,4.418,10,0,1,9,10.00,90.00,176.40,256.60,11.40,270.20,38067.60,380676,2026-06-25T14:20:49.5799293Z
5,1,true,250,20000,montecarlo:2000:2000:8,5.928,1.538,1.031,0,0.038,3.088,1,0,1,2.531,1.686,0,4.44,2.938,1,10,0,0,10,0.00,100.00,73.20,277.30,7.80,182.80,25357.10,253571,2026-06-25T14:25:03.1588922Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.56,2.538,1,2.634,2.19,2.09,1,1,2.765,1,1,3.195,1.105,0,1.105,10,0,5,5,50.00,50.00,245.10,227.70,10.60,260.60,24839.20,248392,2026-06-25T14:29:11.5580204Z
5,1,true,250,20000,montecarlo:2000:2000:8,1,1.538,1,1.177,0,0.194,0,0,1,0.569,0,1.118,2.26,0,6.043,10,0,4,6,40.00,60.00,242.10,221.00,10.00,250.70,28415.40,284154,2026-06-25T14:37:27.3649920Z
5,1,true,250,20000,montecarlo:2000:2000:8,1,1.761,1,3.584,0,0.194,0,0,3.218,1.029,0,3.812,1,0,4.418,10,0,6,4,60.00,40.00,243.70,226.20,10.50,255.60,35530.40,355304,2026-06-25T14:43:22.6769263Z
5,1,true,250,20000,montecarlo:2000:2000:8,4.172,0,0.381,0,0.78,0.691,1,1,4.635,3.599,0,3.195,0,0.814,1.105,10,0,1,9,10.00,90.00,180.70,266.30,10.70,263.50,40640.40,406404,2026-06-25T14:50:09.0875220Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.56,0.674,1,2.634,0,2.09,0,1,2.765,1,1,0.661,1.105,0,1.105,10,0,4,6,40.00,60.00,224.30,241.90,11.00,267.30,37790.10,377901,2026-06-25T14:56:26.9940709Z
5,1,true,250,20000,montecarlo:2000:2000:8,1,0,1,1,0.519,0.194,0,1,0.508,0,1.686,2.118,0,1.938,2.41,10,0,0,10,0.00,100.00,68.90,276.50,6.60,153.30,24184.20,241842,2026-06-25T15:00:28.8409169Z
5,1,true,250,20000,montecarlo:2000:2000:8,1,0,1,1,0,2.347,0,1,2.398,0,0,2.118,0,0,2.41,10,0,7,3,70.00,30.00,242.30,225.40,11.00,263.90,25376.40,253764,2026-06-25T15:04:42.6097483Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.56,1.263,0,0,1.224,0.069,1,1,2.765,1,0,2.118,0,0,2.625,10,0,3,7,30.00,70.00,192.50,243.80,10.60,269.10,24105.80,241058,2026-06-25T15:08:43.6723377Z
5,1,true,250,20000,montecarlo:2000:2000:8,0,0,1,0,0,0.194,0.538,0,0,0.598,1,1,0,0.435,2.41,10,0,3,7,30.00,70.00,198.30,263.50,10.70,255.10,24672.50,246725,2026-06-25T15:12:50.4027029Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.56,0,1,1.177,3.894,0.691,1,1,2.765,1,1,0,0,2.612,0,10,0,0,10,0.00,100.00,111.80,280.10,8.80,201.00,19513.20,195132,2026-06-25T15:16:05.5420917Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.56,1.199,1.031,1.177,1.224,2.09,0,1,2.765,1.192,1,0,1.105,0,2.625,10,0,3,7,30.00,70.00,220.40,236.50,11.60,276.20,23948.80,239488,2026-06-25T15:20:05.0363774Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.56,0,0,2.634,0.519,2.945,3.224,1,2.89,0,1,6.016,0,2.043,1.105,10,0,3,7,30.00,70.00,213.90,243.60,10.20,240.30,22931.20,229312,2026-06-25T15:23:54.3549282Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.473,0,1.031,1,0,0.194,0,0,2.89,0,0,0,0.126,0,0,10,0,1,9,10.00,90.00,175.00,259.90,11.80,249.00,22949.30,229493,2026-06-25T15:27:43.8527209Z
5,1,true,250,20000,montecarlo:2000:2000:8,0.102,0,1,1,4.046,1,0,3.482,2.984,0.221,3.419,2.635,2.528,0,2.936,10,0,4,6,40.00,60.00,224.00,252.10,10.50,258.20,23738.70,237387,2026-06-25T15:31:41.2465893Z
5,1,true,250,20000,montecarlo:2000:2000:8,1,1.538,1,2.867,0.215,0.194,0,0,1,0.569,0,0,4.219,1.327,2.677,10,0,0,10,0.00,100.00,31.60,271.60,6.20,136.00,15920.00,159200,2026-06-25T15:34:20.4528527Z
5,1,true,250,20000,montecarlo:2000:2000:8,3.34,1.014,0,2.737,0.519,3.381,0,0,0.508,1,3.339,3.282,0,1.02,0.47,10,0,0,10,0.00,100.00,90.50,274.40,6.90,167.70,18874.40,188744,2026-06-25T15:37:29.2026010Z
5,1,true,250,20000,montecarlo:2000:2000:8,1,0,1,1,0,0,0,1,1.289,3.629,0,1,0,0,5.342,10,0,0,10,0.00,100.00,162.50,267.90,10.30,267.50,24598.70,245987,2026-06-25T15:41:35.1955029Z
5,1,true,250,20000,montecarlo:2000:2000:8,1,1.538,1,1,1.138,5.659,1.835,0,0.508,0,1.522,0.228,2.155,0.298,4.418,10,0,0,10,0.00,100.00,104.00,270.30,8.60,196.30,20432.70,204327,2026-06-25T15:44:59.5278220Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.56,2.538,1,1,0.519,2.282,3.652,0,2.765,0,0,1.581,1.423,0,0.575,10,0,8,2,80.00,20.00,259.40,199.20,10.30,229.40,20881.40,208814,2026-06-25T15:48:28.3469288Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.694,0,1,1,0,0,0,1,5.147,0,0,3.195,1.105,0,0.963,10,0,3,7,30.00,70.00,226.60,258.50,11.00,275.10,24812.50,248125,2026-06-25T15:52:36.4774937Z
5,1,true,250,20000,montecarlo:2000:2000:8,2.649,0,1,1,1,3.153,4.125,0.422,0,1.029,1,3.812,1,0.993,1,10,0,2,8,20.00,80.00,179.20,263.80,10.10,234.50,23136.20,231362,2026-06-25T15:56:27.8447415Z
5,1,true,250,20000,montecarlo:2000:2000:8,1,1,1,0.13,0.242,2.347,0.604,3.152,2.765,0,0.666,0.378,0,0,2.625,10,0,8,2,80.00,20.00,264.80,206.70,11.70,258.30,23424.70,234247,2026-06-25T16:00:22.1001928Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.56,2.538,1,1,0.519,2.282,3.652,1,2.765,0,1.686,1.581,0.319,0,0,10,0,8,2,80.00,20.00,249.80,195.80,10.40,234.10,21368.10,213681,2026-06-25T16:03:55.7860826Z
5,1,true,250,20000,montecarlo:2000:2000:8,0.359,0.608,0,1,4.046,5.025,0,0,2.984,0,0,1,1.528,0,4.418,10,0,8,2,80.00,20.00,255.40,224.80,10.50,247.60,21997.20,219972,2026-06-25T16:07:35.7656297Z
5,1,true,250,20000,montecarlo:2000:2000:8,2.12,2.538,1,1,0.743,2.282,3.652,0,4.53,0,0,1.581,1.423,0,0.575,10,0,9,1,90.00,10.00,264.70,171.10,10.00,225.70,20566.60,205666,2026-06-25T16:11:01.4365995Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.694,0,3.711,1,1,5.025,0,0,5.553,0,1.686,3.184,0.319,0,6.353,10,0,8,2,80.00,20.00,251.70,203.90,10.20,237.60,22096.40,220964,2026-06-25T16:14:42.4069891Z
5,1,true,250,20000,montecarlo:2000:2000:8,0,3.827,1,1,0.519,2.282,3.652,0,3.482,2.426,0,0.528,3.875,0,0.575,10,0,0,10,0.00,100.00,104.40,266.10,8.90,234.00,21415.40,214154,2026-06-25T16:18:16.5664880Z
5,1,true,250,20000,montecarlo:2000:2000:8,3.086,2.56,3.72,0.29,0,5.025,1,2.444,1,0,1.686,1,0.319,0,2.497,10,0,8,2,80.00,20.00,256.70,205.10,12.40,269.10,24661.70,246617,2026-06-25T16:22:23.1896208Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.56,1.507,1.031,2.634,1,2.09,0,1,5.138,1.295,0,2.118,0.33,0,1.749,10,0,3,7,30.00,70.00,210.40,238.30,9.60,230.30,21562.10,215621,2026-06-25T16:25:58.8141157Z
5,1,true,250,20000,montecarlo:2000:2000:8,2.649,0,0,3.584,1,5.388,2.654,0.786,3.218,0.713,0,3.812,1,0,0,10,0,2,8,20.00,80.00,190.30,245.50,9.70,230.90,20490.60,204906,2026-06-25T16:29:23.7258458Z
5,1,true,250,20000,montecarlo:2000:2000:8,2.649,0,1.031,1,1,0.691,0,1,0,1.029,0,2.118,1,0,1.41,10,0,7,3,70.00,30.00,243.90,192.20,9.60,226.20,20868.30,208683,2026-06-25T16:32:52.4141425Z
5,1,true,250,20000,montecarlo:2000:2000:8,1,1.128,2.958,3.584,0.88,2.09,1,0,4.282,1,1,3.812,1.105,1.43,4.418,10,0,0,10,0.00,100.00,78.90,290.00,7.00,162.70,18292.00,182920,2026-06-25T16:35:55.3406705Z
5,1,true,250,20000,montecarlo:2000:2000:8,1,0.316,0,2.611,1,3.153,0,0,0,3.697,1,3.812,1,0,1,10,0,1,9,10.00,90.00,155.40,255.40,8.90,229.60,21468.10,214681,2026-06-25T16:39:30.0280264Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.56,2.538,1.3,1.177,1.224,1.994,1,0,2.765,1,1,1.581,1.423,0.363,0.585,10,0,0,10,0.00,100.00,105.20,275.70,8.40,205.10,21641.60,216416,2026-06-25T16:43:06.4507919Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.338,2.538,1,2.634,1.224,1,3.224,1,2.765,0,0.211,3.195,1.105,0,1.105,10,0,7,3,70.00,30.00,242.30,209.50,10.40,244.20,21914.70,219147,2026-06-25T16:46:45.6045052Z
5,1,true,250,20000,montecarlo:2000:2000:8,4.045,0,1,1,0.433,0.194,4.392,1,2.89,0,1,2.3,1,1.722,1,10,0,5,5,50.00,50.00,199.30,246.00,10.50,255.40,24856.80,248568,2026-06-25T16:50:54.1783746Z
5,1,true,250,20000,montecarlo:2000:2000:8,4.298,1.538,1,1,0,3.153,5.308,1,0,0.569,1,2.812,2.155,0,4.418,10,0,7,3,70.00,30.00,239.80,202.80,9.90,233.00,21581.00,215810,2026-06-25T16:54:29.9946417Z
5,1,true,250,20000,montecarlo:2000:2000:8,0,0.723,1.031,0,1.633,1,1.406,1,2.765,0,1,2.118,1.105,2.316,4.418,10,0,0,10,0.00,100.00,104.90,277.70,7.40,179.90,19662.80,196628,2026-06-25T16:57:46.6298771Z
5,1,true,250,20000,montecarlo:2000:2000:8,1,2.534,2.641,1,3.313,2.282,0,0,1,0.569,0,1.581,2.155,0,3.368,10,0,6,4,60.00,40.00,236.50,205.30,9.80,235.80,21282.70,212827,2026-06-25T17:01:19.4618794Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.502,2.28,0,3.584,0,0,0,0,3.218,1.029,0,0,4.438,0,4.418,10,0,1,9,10.00,90.00,182.90,262.80,10.30,288.40,26187.60,261876,2026-06-25T17:05:41.3437566Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.56,0,1,1.177,0,0.194,1,1.533,2.765,1.029,1,3.812,1,0,2.625,10,0,6,4,60.00,40.00,234.60,227.30,10.00,232.70,21694.20,216942,2026-06-25T17:09:18.2912877Z
5,1,true,250,20000,montecarlo:2000:2000:8,0.535,2.467,2.832,3.695,0,0.194,0,0,5.553,0.569,1.686,0,3.082,0,6.755,10,0,8,2,80.00,20.00,243.20,213.80,12.20,281.60,24553.90,245539,2026-06-25T17:13:23.8358922Z
5,1,true,250,20000,montecarlo:2000:2000:8,3.086,2.56,3.72,1,0,5.025,1,2.444,1,0,1.686,0,0.319,2.804,2.754,10,0,0,10,0.00,100.00,91.60,270.60,8.00,177.10,19253.90,192539,2026-06-25T17:16:36.3792017Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.694,0,0.335,1,0.242,2.344,0.604,3.152,2.765,0,0.666,0.378,0,0,2.625,10,0,6,4,60.00,40.00,238.40,220.50,10.70,244.90,22745.90,227459,2026-06-25T17:20:23.8447636Z
5,1,true,250,20000,montecarlo:2000:2000:8,0.359,0,0,1,1.92,4.614,1.835,0,2.984,0,0,0,1.528,0,2.374,10,0,8,2,80.00,20.00,258.50,193.10,11.20,250.70,22260.00,222600,2026-06-25T17:24:06.4510833Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.694,4.463,3.711,1,1,5.474,0,0,0.341,0.569,1.686,0,0.319,0,4.418,10,0,5,5,50.00,50.00,244.90,228.60,12.40,264.10,24699.20,246992,2026-06-25T17:28:13.4485363Z
5,1,true,250,20000,montecarlo:2000:2000:8,0.359,0.608,0,1,0,7.944,0,0,1,1.52,0,0,0,2.914,3.175,10,0,0,10,0.00,100.00,48.60,280.00,6.90,157.50,17828.40,178284,2026-06-25T17:31:11.7389946Z
5,1,true,250,20000,montecarlo:2000:2000:8,1,3.462,1,1,0,1.84,3.652,0,1.975,0,0,3.433,1.828,0,4.418,10,0,6,4,60.00,40.00,259.70,218.80,10.70,251.80,23043.60,230436,2026-06-25T17:35:02.1802401Z
5,1,true,250,20000,montecarlo:2000:2000:8,1,2.538,1,3.571,0.743,2.282,0.604,3.152,4.53,0,0.421,0,1.423,0,3.144,10,0,3,7,30.00,70.00,214.40,249.40,11.00,246.90,22956.00,229560,2026-06-25T17:38:51.7468683Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.096,1.222,0,1.719,1.224,4.75,0,0,2.765,0,1,3.712,1.528,0,2.625,10,0,8,2,80.00,20.00,252.80,177.90,9.30,230.00,20878.40,208784,2026-06-25T17:42:20.5369317Z
5,1,true,250,20000,montecarlo:2000:2000:8,3.086,1.538,1,1,0,0.194,2.857,0,1,0.602,0,1,0,0,3.358,10,0,5,5,50.00,50.00,224.70,224.00,10.40,246.80,22794.50,227945,2026-06-25T17:46:08.4880036Z
5,1,true,250,20000,montecarlo:2000:2000:8,0.277,1,1,0.29,1.224,0,2.982,0,2.765,1.356,2.491,2.118,0,0,0.366,10,0,1,9,10.00,90.00,196.80,264.60,11.20,293.30,26838.30,268383,2026-06-25T17:50:36.8770618Z
5,1,true,250,20000,montecarlo:2000:2000:8,0.727,2.762,3.72,0,0.519,0.194,1,1.719,5.443,0,0,2.118,3.134,0,2.497,10,0,6,4,60.00,40.00,248.40,242.80,10.90,258.50,24337.50,243375,2026-06-25T17:54:40.2582761Z
5,1,true,250,20000,montecarlo:2000:2000:8,0.919,0,1,0.79,0.519,4.219,1,1,4.749,0,1,2.118,0,0,0.575,10,0,7,3,70.00,30.00,245.40,212.80,10.60,250.40,23130.50,231305,2026-06-25T17:58:31.5702491Z
5,1,true,250,20000,montecarlo:2000:2000:8,0.505,0,1,0,0.519,2.282,3.224,0,6.324,0,0,2.118,1,0,0.575,10,0,7,3,70.00,30.00,248.00,196.30,10.30,242.20,22152.10,221521,2026-06-25T18:02:13.0962023Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.401,2.63,0,1,0,7.721,0,1.396,1.304,2.664,0,0,1.528,0,4.418,10,0,2,8,20.00,80.00,190.10,252.00,11.20,269.20,23981.50,239815,2026-06-25T18:06:12.9171954Z
5,1,true,250,20000,montecarlo:2000:2000:8,3.086,3.054,2.455,0.29,0,3.458,3.652,0,1,0,1.686,3.096,1.423,0,2.497,10,0,9,1,90.00,10.00,259.40,181.80,10.30,241.50,22006.30,220063,2026-06-25T18:09:52.9857035Z
5,1,true,250,20000,montecarlo:2000:2000:8,0.527,2.56,1,1.579,0.242,2.347,1,3.152,1,0,1.686,2.868,0.559,0,2.497,10,0,7,3,70.00,30.00,256.90,211.30,10.40,248.80,22416.90,224169,2026-06-25T18:13:37.1601113Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.93,3.012,3.442,1,0.519,2.282,3.652,2.305,2.765,1.217,3.643,1.988,0.319,0,0,10,0,7,3,70.00,30.00,253.80,233.90,11.30,261.30,24071.00,240710,2026-06-25T18:17:37.8769319Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.56,2.538,1,1,1.449,4.339,3.652,0,2.765,0,3.641,0,0,0.508,0.575,10,0,2,8,20.00,80.00,209.50,256.60,12.70,269.10,24846.40,248464,2026-06-25T18:21:46.3465250Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.56,2.538,1,1,1.224,2.282,1,0,2.765,2.531,1,1.581,3.833,0,2.625,10,0,6,4,60.00,40.00,237.00,218.00,10.10,242.50,22347.90,223479,2026-06-25T18:25:29.8311030Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.694,1.538,3.711,2.457,1.966,6.115,0,0,5.553,0,1.686,4.261,0.319,0,4.832,10,0,5,5,50.00,50.00,235.20,231.90,10.30,246.10,22587.80,225878,2026-06-25T18:29:15.7164353Z
5,1,true,250,20000,montecarlo:2000:2000:8,1,0,1,0.345,0,2.563,3.652,3.152,3.835,0,0,1.581,0,0,2.625,10,0,7,3,70.00,30.00,228.20,210.00,10.00,229.10,21660.20,216602,2026-06-25T18:32:52.3241645Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.694,0,3.711,1,1,2.417,0,0,6.06,0,1.686,0.736,1.392,0,9.35,10,0,7,3,70.00,30.00,253.00,168.40,10.50,238.00,21391.00,213910,2026-06-25T18:36:26.2393552Z
5,1,true,250,20000,montecarlo:2000:2000:8,3.039,0,0,1.719,1.274,5.025,0,0,4.737,0,1.686,3.184,0.319,0,2.625,10,0,7,3,70.00,30.00,263.00,208.90,10.60,256.30,23210.10,232101,2026-06-25T18:40:18.3463289Z
5,1,true,250,20000,montecarlo:2000:2000:8,3.086,3.054,1,2.083,0,1.626,5.572,0,1,0,0,3.227,1.423,0,0.575,10,0,7,3,70.00,30.00,238.50,182.80,9.60,225.40,20899.90,208999,2026-06-25T18:43:47.3518238Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.56,4.448,1,1,3.428,2.282,4.949,0,2.765,0,0.205,1.425,1.423,0,0,10,0,6,4,60.00,40.00,230.10,209.30,10.30,241.80,22634.00,226340,2026-06-25T18:47:33.6974767Z
5,1,true,250,20000,montecarlo:2000:2000:8,2.12,4.782,0,3.13,4.046,3.78,0,0,2.984,1.408,0,0.184,0.451,0.285,0,10,0,0,10,0.00,100.00,63.00,269.00,7.30,175.10,17654.50,176545,2026-06-25T18:50:30.2490680Z
5,1,true,250,20000,montecarlo:2000:2000:8,0,2.538,1,1,0.735,0.194,3.652,0,2.765,0.34,0,1.581,1.423,0,0.575,10,0,2,8,20.00,80.00,184.30,245.30,8.80,218.10,19725.70,197257,2026-06-25T18:53:47.5101257Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.096,0,3.711,1.28,1,4.75,0,0,0.307,0,1,3.712,0,1.914,2.625,10,0,0,10,0.00,100.00,64.80,274.70,6.30,144.10,17044.20,170442,2026-06-25T18:56:37.9590231Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.096,1.222,2.455,0.29,0,4.75,3.676,0.068,2.765,0,1.686,2.743,1.528,0,4.781,10,0,6,4,60.00,40.00,235.10,204.10,10.40,242.60,22038.20,220382,2026-06-25T19:00:18.3469617Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.096,1.538,1,1.719,2.459,0.194,0,0,1,0.803,0,3.712,2.155,2.749,4.418,10,0,0,10,0.00,100.00,50.20,278.80,5.70,128.50,16000.70,160007,2026-06-25T19:02:58.3593678Z
5,1,true,250,20000,montecarlo:2000:2000:8,1,1,1,0,0.242,2.347,2.072,3.152,4.071,0.615,0,1.581,1.27,0,2.625,10,0,5,5,50.00,50.00,233.50,238.50,11.10,262.20,24619.20,246192,2026-06-25T19:07:04.5558820Z
5,1,true,250,20000,montecarlo:2000:2000:8,1,1.538,1,1,0,0,0,1.224,4.78,0,0,1.581,2.155,0,0,10,0,2,8,20.00,80.00,171.00,250.80,9.90,258.60,23206.50,232065,2026-06-25T19:10:56.6263204Z
5,1,true,250,20000,montecarlo:2000:2000:8,3.086,0,3.72,2.229,4.768,4.614,1.835,0,0,0,1.686,0,1.189,0,2.374,10,0,7,3,70.00,30.00,243.00,219.30,12.70,260.70,24283.50,242835,2026-06-25T19:14:59.4677889Z
5,1,true,250,20000,montecarlo:2000:2000:8,1,3.795,0,4.145,1.224,0.194,0,0,1,0.225,3.769,4.9,1.528,0,2.625,10,0,4,6,40.00,60.00,229.20,226.60,9.80,235.30,21595.50,215955,2026-06-25T19:18:35.4294368Z
5,1,true,250,20000,montecarlo:2000:2000:8,0.359,1,0,1,0.242,4.539,1.835,0,4.923,0,0,0.378,1.528,0,2.374,10,0,8,2,80.00,20.00,251.50,215.40,10.90,257.10,23046.60,230466,2026-06-25T19:22:25.9016481Z
5,1,true,250,20000,montecarlo:2000:2000:8,3.086,0,3.711,0.29,1,5.025,1,2.771,2.524,0.668,1.686,1,0.319,0,6.353,10,0,7,3,70.00,30.00,249.80,213.80,11.40,251.00,23037.90,230379,2026-06-25T19:26:16.2859370Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.56,2.538,1,1,3.181,2.282,3.652,0,4.53,0,0,1.581,1.423,0,0,10,0,6,4,60.00,40.00,246.80,204.80,10.40,239.30,21560.00,215600,2026-06-25T19:29:51.8903304Z
5,1,true,250,20000,montecarlo:2000:2000:8,5.287,2.538,1,0,2.599,3.458,3.652,0,0,0.569,1.686,3.096,0,0,2.497,10,0,5,5,50.00,50.00,228.00,230.90,10.50,246.90,23155.60,231556,2026-06-25T19:33:43.4507579Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.934,1.538,1,3.649,0,1.646,0,0,0.957,0,3.145,3.712,2.155,0.539,2.439,10,0,0,10,0.00,100.00,94.80,281.90,7.00,165.30,18924.30,189243,2026-06-25T19:36:52.6990792Z
5,1,true,250,20000,montecarlo:2000:2000:8,0.359,0,2.258,1,0.295,5.025,4.495,1.716,5.553,0,0,0,0.319,1.635,1.654,10,0,4,6,40.00,60.00,200.60,242.80,11.90,253.00,23683.90,236839,2026-06-25T19:40:49.5434302Z
5,1,true,250,20000,montecarlo:2000:2000:8,1,0.608,1,1,2.762,4.353,0,1.544,5.098,0,0.666,0.378,0,2.471,2.032,10,0,0,10,0.00,100.00,104.20,277.70,7.70,177.50,19960.30,199603,2026-06-25T19:44:09.1512761Z
5,1,true,250,20000,montecarlo:2000:2000:8,3.086,0,1,0.29,0,4.24,3.401,0,4.53,0,2.751,0.849,0.319,0,1.681,10,0,8,2,80.00,20.00,253.90,188.10,10.50,238.80,22379.10,223791,2026-06-25T19:47:52.9486545Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.096,0,0,1.719,0,4.75,0,0,2.984,0.625,0,0,1.528,0,2.374,10,0,5,5,50.00,50.00,229.20,221.80,10.70,259.50,23105.20,231052,2026-06-25T19:51:44.0062165Z
5,1,true,250,20000,montecarlo:2000:2000:8,4.027,0,3.711,0.29,1,5.025,3.456,2.444,5.553,0.245,3.638,1,3.246,1.485,6.353,10,0,0,10,0.00,100.00,110.00,275.50,8.60,207.40,20900.10,209001,2026-06-25T19:55:13.0131705Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.062,2.325,0,0,0.743,2.282,5.414,0,5.675,0,0,0,1.528,0,2.374,10,0,6,4,60.00,40.00,241.10,201.80,10.40,234.30,25790.20,257902,2026-06-25T19:59:30.9210674Z
5,1,true,250,20000,montecarlo:2000:2000:8,0.359,0,0,1,2.837,4.75,0,0,2.765,0,1,3.712,1.528,0.398,4.418,10,0,0,10,0.00,100.00,47.50,273.80,6.00,143.70,20029.70,200297,2026-06-25T20:02:51.2251212Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.56,1,1,1.798,0,2.347,3.652,3.152,2.765,0,0.666,2.58,0,0,0.575,10,0,4,6,40.00,60.00,242.70,240.60,10.90,250.60,28380.90,283809,2026-06-25T20:07:35.0381506Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.56,2.538,2.585,1,0.519,2.282,3.652,0,2.765,0,0,0,1.423,0,0.575,10,0,0,10,0.00,100.00,209.60,265.40,12.80,275.20,30245.60,302456,2026-06-25T20:12:37.5000455Z
5,1,true,250,20000,montecarlo:2000:2000:8,2.103,0.608,0,1,4.046,5.025,3.427,0,2.984,0,1.673,1.581,1.423,0,0.575,10,0,7,3,70.00,30.00,241.40,213.90,10.00,237.20,26186.40,261864,2026-06-25T20:16:59.3679235Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.654,1.538,0,0.29,0,0.194,0,0.104,0.692,0,0,0,3.268,0,4.418,10,0,9,1,90.00,10.00,260.30,173.70,10.20,236.60,26087.90,260879,2026-06-25T20:21:20.2514885Z
5,1,true,250,20000,montecarlo:2000:2000:8,2.827,3.054,2.455,0.29,1.1,3.458,0,2.555,2.984,2.392,1.686,3.096,0,0,4.418,10,0,8,2,80.00,20.00,250.70,224.00,10.80,235.70,23331.60,233316,2026-06-25T20:25:13.5725986Z
5,1,true,250,20000,montecarlo:2000:2000:8,0.359,0,0,1,4.887,0.194,3.684,0,2.984,0,0,0.265,1.528,0,1.49,10,0,8,2,80.00,20.00,246.40,188.10,9.60,218.70,21137.10,211371,2026-06-25T20:28:44.9478482Z
5,1,true,250,20000,montecarlo:2000:2000:8,3.086,0.608,2.455,1,0,3.458,3.652,0,0.218,0,1.686,1,1.528,0,4.418,10,0,9,1,90.00,10.00,266.10,177.00,10.80,237.60,23243.70,232437,2026-06-25T20:32:37.3910793Z
5,1,true,250,20000,montecarlo:2000:2000:8,2.143,4.786,3.201,0,0,3.458,1,2.444,1,1.657,1.686,1,2.549,0,2.497,10,0,3,7,30.00,70.00,207.80,225.40,10.20,243.10,24093.80,240938,2026-06-25T20:36:38.3345850Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.694,0,3.711,1,1.92,5.025,0,0,6.993,0,0,3.184,1.528,0,6.983,10,0,8,2,80.00,20.00,276.60,151.20,9.30,219.90,21972.00,219720,2026-06-25T20:40:18.0598159Z
5,1,true,250,20000,montecarlo:2000:2000:8,1.56,1,2.558,3.075,0.242,0,3.652,3.335,0,0,0,1.581,1.423,0,0.555,10,0,5,5,50.00,50.00,219.40,245.60,11.10,273.70,26718.90,267189,2026-06-25T20:44:45.2558494Z
