games,seedStart,rotate,gameOverScore,maxMovesPerGame,monteCarloStrategy,BombContinuationWeight,BombOpeningWeight,ContinuationCountWeight,ContinuationFollowUpWeight,HigherRelatedCombinationContinuationWeight,HigherRelatedCombinationOpeningWeight,LowerValueContinuationWeight,PlayableBombInEndgameWeight,PreferLowerStartWeight,PreferNonBreakableOpeningWeight,PreferShorterStartWeight,PreferSinglesNotBreakingNonWildCombinationsWeight,PreferUsingWildAsHigherCardInContinuationWeight,WildCardContinuationWeight,WildCardOpeningWeight,completedGames,failedGames,heuristicWins,monteCarloWins,heuristicWinRatePct,monteCarloWinRatePct,heuristicAverageScore,monteCarloAverageScore,averageRounds,averageMoves,averageGameElapsedMs,totalGameElapsedMs,timestampUtc
5,1,true,250,20000,montecarlo:200:200:8:5:3,1.934,1,1,3.649,1,2.452,1.538,1,0,1.029,3.145,1,1,1.539,0,0,10,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2026-06-23T20:17:09.0963029Z
5,1,true,250,20000,montecarlo:200:200:8:5:3,1,0,3.258,1,3.189,1,3.661,2.716,1,1,1.686,1,1,4.573,0.28,0,10,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2026-06-23T20:17:11.5334689Z
5,1,true,250,20000,montecarlo:200:200:8:5:3,3.612,1.263,0.35,0,0,3.006,1,2.544,3.114,0,0,1,1,3.471,0.407,0,10,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2026-06-23T20:17:13.9706165Z
5,1,true,250,20000,montecarlo:200:200:8:5:3,1,0,1,1,1,2.958,0.748,1,1,1,3.751,1.386,0,1,3.731,0,10,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2026-06-23T20:17:16.4225308Z
5,1,true,250,20000,montecarlo:200:200:8:5:3,0,0,1,0,0,1,1.538,1,1,1.654,1.686,1,1,0.62,1,0,10,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2026-06-23T20:17:18.8495840Z
5,1,true,250,20000,montecarlo:200:200:8:5:3,1.941,0,1,1,3.894,3.153,3.456,1,1,1.245,2.952,1,2.927,5.096,1,0,10,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2026-06-23T20:17:21.3084248Z
5,1,true,250,20000,montecarlo:200:200:8:5:3,0,0.787,1,0,1,1,2.762,0,3.691,1,1.686,0,1,1,1,0,10,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2026-06-23T20:17:23.7566159Z
5,1,true,250,20000,montecarlo:200:200:8:5:3,1,0,0,0,2.613,1,1.538,1,0.358,1,1,1,1,1.833,1,0,10,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2026-06-23T20:17:25.6934258Z
5,1,true,250,20000,montecarlo:200:200:8:5:3,1,1,1,1.798,0,1,1,1,2.87,1,0,3.202,0,0,1,0,10,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2026-06-23T20:17:28.1272621Z
5,1,true,250,20000,montecarlo:200:200:8:5:3,1,1.674,2.585,1.177,1,1,1,1,1,1,0.332,0,1,0,2.625,0,10,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2026-06-23T20:17:30.5804252Z
5,1,true,250,20000,montecarlo:200:200:8:5:3,2.744,1.263,0,1.177,1,0.069,0.775,1,1,1,2.673,2.118,1.105,1,2.625,0,10,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2026-06-23T20:17:32.5225095Z
5,1,true,250,20000,montecarlo:200:200:8:5:3,0,1,0,1,1,1,1,1.104,0.201,0.224,1,0,2.113,1,1,0,10,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2026-06-23T20:17:34.4674060Z
5,1,true,250,20000,montecarlo:200:200:8:5:3,3.468,1.223,1,3.584,0,1,0,3.555,1,3.392,1,1,0,1,1,0,10,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2026-06-23T20:17:36.9278286Z
5,1,true,250,20000,montecarlo:200:200:8:5:3,1,0,1,1,3.487,1,2.849,1,1,1,1,1.265,1,2.938,0.116,0,10,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2026-06-23T20:17:39.3684762Z
5,1,true,250,20000,montecarlo:200:200:8:5:3,1,1.263,1,0,0,1,0,1,2.436,1,1,1,0,1,1,0,10,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2026-06-23T20:17:41.8476200Z
5,1,true,250,20000,montecarlo:200:200:8:5:3,0.057,2.955,0.481,2.42,0,1,1,1,3.218,2.657,1,1,2.126,1,1,0,10,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2026-06-23T20:17:44.2670142Z
5,1,true,250,20000,montecarlo:200:200:8:5:3,1,0,1,1,0.519,1,0,1,2.44,1,1.686,0,1,2.938,1.63,0,10,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2026-06-23T20:17:46.6949918Z
5,1,true,250,20000,montecarlo:200:200:8:5:3,1,1,1.908,3.075,0.78,0,1,1.183,0,3.599,0,0,1,1.814,0.98,0,10,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2026-06-23T20:17:48.9425496Z
5,1,true,250,20000,montecarlo:200:200:8:5:3,1,0.742,0.207,1,1,1,2.762,0,1,1,1.771,0,0,1.979,1,0,10,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2026-06-23T20:17:51.3723120Z
5,1,true,250,20000,montecarlo:200:200:8:5:3,3.638,0,1,0,1,1,0.518,1,1,1.029,1,1,1,1,1,0,10,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2026-06-23T20:17:53.8233322Z
5,1,true,250,20000,montecarlo:200:200:8:5:3,1.726,1,1,1,1,0,0,1,1,2.178,1,1,1,0,1.34,0,10,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2026-06-23T20:17:56.0709254Z
